x_id,estimated_dollar_loss,possible_cause_detail,tfs_alarm_time,possible_cause,month,day_of_week
2383132,100000,52 - Electrical Failure,2021-04-20T12:45:48,Mechanical/Electrical Failure,April,Tuesday
2383134,5000,01 - Suspected Arson,2021-04-20T17:51:21,Intentional,April,Tuesday
2383135,50000,51 - Mechanical Failure,2021-11-05T14:06:11,Mechanical/Electrical Failure,November,Friday
2383140,100,45 - Improperly Discarded,2021-11-05T20:17:00,Misuse of ignition source/material ignited,November,Friday
2383148,10000,52 - Electrical Failure,2021-04-20T17:51:08,Mechanical/Electrical Failure,April,Tuesday
2383149,10,50 - Other misuse of ignition source/material ignited,2021-04-20T18:01:04,Misuse of ignition source/material ignitedl,April,Tuesday
2383154,100,03 - Suspected Vandalism,2021-06-01T07:04:18,Intentional,June,Tuesday
2383160,30000,52 - Electrical Failure,2021-08-21T18:16:00,Mechanical/Electrical Failure,August,Saturday
2383163,0,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2021-06-01T04:27:04,Design/Construction/Maintenance deficiency,June,Tuesday
2383164,2000,45 - Improperly Discarded,2021-06-01T05:10:02,Misuse of ignition source/material ignited,June,Tuesday
2383169,75000,01 - Suspected Arson,2021-08-22T03:11:51,Intentional,August,Sunday
2383178,5000,45 - Improperly Discarded,2021-05-07T16:04:57,Misuse of ignition source/material ignited,May,Friday
2383184,2500,52 - Electrical Failure,2021-05-08T10:39:42,Mechanical/Electrical Failure,May,Saturday
2383185,60000,51 - Mechanical Failure,2021-05-08T11:37:02,Mechanical/Electrical Failure,May,Saturday
2383186,5000,52 - Electrical Failure,2021-05-08T16:46:15,Mechanical/Electrical Failure,May,Saturday
2383191,1,45 - Improperly Discarded,2021-05-08T22:40:12,Misuse of ignition source/material ignited,May,Saturday
2383194,20000,47 - Improper handling of ignition source or ignited material,2021-05-10T05:36:03,Misuse of ignition source/material ignited,May,Monday
2383196,999,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2021-08-22T16:42:31,Design/Construction/Maintenance deficiency,August,Sunday
2383198,1000,45 - Improperly Discarded,2021-06-01T12:48:34,Misuse of ignition source/material ignited,June,Tuesday
2383202,25000,52 - Electrical Failure,2021-08-21T20:34:58,Mechanical/Electrical Failure,August,Saturday
2383211,15000,45 - Improperly Discarded,2021-08-17T13:47:10,Misuse of ignition source/material ignited,August,Tuesday
2383212,1000,01 - Suspected Arson,2021-06-24T20:24:49,Intentional,June,Thursday
2383218,5000,45 - Improperly Discarded,2021-06-25T00:28:16,Misuse of ignition source/material ignited,June,Friday
2383220,9000,44 - Unattended,2021-06-24T04:27:41,Misuse of ignition source/material ignited,June,Thursday
2383221,20000,12 - Vehicle Accident/Collision,2021-06-24T06:51:54,Unintentional,June,Thursday
2383224,5000,45 - Improperly Discarded,2021-08-27T19:19:51,Misuse of ignition source/material ignited,August,Friday
2383230,12000,52 - Electrical Failure,2021-08-17T17:44:55,Mechanical/Electrical Failure,August,Tuesday
2383232,50000,52 - Electrical Failure,2021-08-17T22:03:50,Mechanical/Electrical Failure,August,Tuesday
2383235,15000,51 - Mechanical Failure,2021-06-29T08:58:41,Mechanical/Electrical Failure,June,Tuesday
2383239,5000,46 - Used or Placed too close to combustibles,2021-06-29T19:00:23,Misuse of ignition source/material ignited,June,Tuesday
2383240,50000,52 - Electrical Failure,2021-08-07T05:55:36,Mechanical/Electrical Failure,August,Saturday
2383241,10000,52 - Electrical Failure,2021-08-29T12:56:34,Mechanical/Electrical Failure,August,Sunday
2383242,5000,47 - Improper handling of ignition source or ignited material,2021-06-29T07:20:36,Misuse of ignition source/material ignited,June,Tuesday
2383243,6000,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2021-06-30T10:27:33,Design/Construction/Maintenance deficiency,June,Wednesday
2383246,250,01 - Suspected Arson,2021-06-30T22:52:42,Intentional,June,Wednesday
2383249,80000,990 - Under Investigation,2021-07-01T02:00:50,NA,July,Thursday
2383251,50,50 - Other misuse of ignition source/material ignited,2021-07-10T09:05:22,Misuse of ignition source/material ignitedl,July,Saturday
2383252,800,52 - Electrical Failure,2021-07-10T15:05:40,Mechanical/Electrical Failure,July,Saturday
2383253,10000,47 - Improper handling of ignition source or ignited material,2021-07-20T10:40:53,Misuse of ignition source/material ignited,July,Tuesday
2383255,10000,51 - Mechanical Failure,2021-07-10T12:44:37,Mechanical/Electrical Failure,July,Saturday
2383256,18000,52 - Electrical Failure,2021-07-10T16:04:17,Mechanical/Electrical Failure,July,Saturday
2383257,200,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2021-07-10T16:27:38,Design/Construction/Maintenance deficiency,July,Saturday
2383265,10000,52 - Electrical Failure,2021-11-07T11:19:25,Mechanical/Electrical Failure,November,Sunday
2383266,1000,45 - Improperly Discarded,2021-08-17T08:11:43,Misuse of ignition source/material ignited,August,Tuesday
2383268,2000,03 - Suspected Vandalism,2021-07-13T00:09:37,Intentional,July,Tuesday
2383274,20000,52 - Electrical Failure,2021-07-12T19:03:13,Mechanical/Electrical Failure,July,Monday
2383278,7500,03 - Suspected Vandalism,2021-07-01T20:44:41,Intentional,July,Thursday
2383298,4000,52 - Electrical Failure,2021-07-02T03:59:50,Mechanical/Electrical Failure,July,Friday
2383299,200000,45 - Improperly Discarded,2021-11-07T22:19:04,Misuse of ignition source/material ignited,November,Sunday
2383304,40000,12 - Vehicle Accident/Collision,2021-07-02T00:35:26,Unintentional,July,Friday
2383312,5000,52 - Electrical Failure,2021-07-29T07:14:52,Mechanical/Electrical Failure,July,Thursday
2383316,1000,51 - Mechanical Failure,2021-11-08T00:47:35,Mechanical/Electrical Failure,November,Monday
2383319,5000,52 - Electrical Failure,2019-11-06T16:28:45,Mechanical/Electrical Failure,November,Wednesday
2383321,250000,50 - Other misuse of ignition source/material ignited,2019-11-06T21:37:38,Misuse of ignition source/material ignitedl,November,Wednesday
2383322,200,47 - Improper handling of ignition source or ignited material,2019-11-06T22:08:40,Misuse of ignition source/material ignited,November,Wednesday
2383325,100000,45 - Improperly Discarded,2019-11-08T08:40:48,Misuse of ignition source/material ignited,November,Friday
2383326,300,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2019-11-08T10:31:14,Design/Construction/Maintenance deficiency,November,Friday
2383327,300,47 - Improper handling of ignition source or ignited material,2019-11-08T11:24:14,Misuse of ignition source/material ignited,November,Friday
2383328,1000,45 - Improperly Discarded,2019-11-08T12:50:59,Misuse of ignition source/material ignited,November,Friday
2383332,500,46 - Used or Placed too close to combustibles,2019-11-08T23:42:01,Misuse of ignition source/material ignited,November,Friday
2383338,30000,51 - Mechanical Failure,2019-11-11T22:14:39,Mechanical/Electrical Failure,November,Monday
2383342,15000,52 - Electrical Failure,2021-10-10T15:52:52,Mechanical/Electrical Failure,October,Sunday
2383345,10000,44 - Unattended,2019-11-07T18:33:39,Misuse of ignition source/material ignited,November,Thursday
2383351,5000,44 - Unattended,2019-11-12T09:13:28,Misuse of ignition source/material ignited,November,Tuesday
2383352,9000,44 - Unattended,2019-11-11T06:33:48,Misuse of ignition source/material ignited,November,Monday
2383355,50000,44 - Unattended,2019-11-12T17:27:47,Misuse of ignition source/material ignited,November,Tuesday
2383356,0,45 - Improperly Discarded,2019-11-12T17:39:34,Misuse of ignition source/material ignited,November,Tuesday
2383359,2000,46 - Used or Placed too close to combustibles,2019-11-12T22:37:31,Misuse of ignition source/material ignited,November,Tuesday
2383360,500000,46 - Used or Placed too close to combustibles,2019-11-12T06:08:13,Misuse of ignition source/material ignited,November,Tuesday
2383362,10000,01 - Suspected Arson,2019-11-11T06:14:25,Intentional,November,Monday
2383366,30000,20 - Design/Construction/Installation/Maintenance Deficiency,2021-10-11T14:43:32,Design/Construction/Maintenance deficiency,October,Monday
2383369,100,20 - Design/Construction/Installation/Maintenance Deficiency,2021-10-12T05:06:01,Design/Construction/Maintenance deficiency,October,Tuesday
2383372,2000,51 - Mechanical Failure,2021-10-11T23:18:47,Mechanical/Electrical Failure,October,Monday
2383374,0,45 - Improperly Discarded,2021-10-11T23:23:09,Misuse of ignition source/material ignited,October,Monday
2383376,500,45 - Improperly Discarded,2020-06-20T13:07:40,Misuse of ignition source/material ignited,June,Saturday
2383384,300,44 - Unattended,2019-11-16T20:52:52,Misuse of ignition source/material ignited,November,Saturday
2383385,10,47 - Improper handling of ignition source or ignited material,2019-11-16T21:34:28,Misuse of ignition source/material ignited,November,Saturday
2383392,2000,52 - Electrical Failure,2020-06-20T18:06:23,Mechanical/Electrical Failure,June,Saturday
2383393,5000,47 - Improper handling of ignition source or ignited material,2020-06-20T19:22:44,Misuse of ignition source/material ignited,June,Saturday
2383402,100,44 - Unattended,2020-06-21T01:58:19,Misuse of ignition source/material ignited,June,Sunday
2383406,1000,20 - Design/Construction/Installation/Maintenance Deficiency,2019-11-19T19:03:55,Design/Construction/Maintenance deficiency,November,Tuesday
2383407,40000,52 - Electrical Failure,2019-11-19T20:06:33,Mechanical/Electrical Failure,November,Tuesday
2383409,1000,49 - Improper Storage,2019-11-20T01:02:31,Misuse of ignition source/material ignitedl,November,Wednesday
2383410,10000,46 - Used or Placed too close to combustibles,2020-06-21T02:35:42,Misuse of ignition source/material ignited,June,Sunday
2383411,50000,01 - Suspected Arson,2020-06-21T03:04:39,Intentional,June,Sunday
2383413,0,47 - Improper handling of ignition source or ignited material,2021-06-16T18:30:02,Misuse of ignition source/material ignited,June,Wednesday
2383416,1,46 - Used or Placed too close to combustibles,2020-11-20T13:40:40,Misuse of ignition source/material ignited,November,Friday
2383417,10000,45 - Improperly Discarded,2020-11-20T16:40:40,Misuse of ignition source/material ignited,November,Friday
2383424,1500,51 - Mechanical Failure,2020-11-21T10:18:44,Mechanical/Electrical Failure,November,Saturday
2383426,500,45 - Improperly Discarded,2020-11-22T03:00:32,Misuse of ignition source/material ignited,November,Sunday
2383428,0,73 - Natural Cause,2020-11-22T17:19:42,Other,November,Sunday
2383429,30000,52 - Electrical Failure,2020-11-21T10:59:06,Mechanical/Electrical Failure,November,Saturday
2383430,0,47 - Improper handling of ignition source or ignited material,2020-11-21T11:57:55,Misuse of ignition source/material ignited,November,Saturday
2383431,25000,51 - Mechanical Failure,2020-11-21T14:15:02,Mechanical/Electrical Failure,November,Saturday
2383433,4000,52 - Electrical Failure,2020-11-21T15:51:55,Mechanical/Electrical Failure,November,Saturday
2383435,20,45 - Improperly Discarded,2020-11-21T20:06:27,Misuse of ignition source/material ignited,November,Saturday
2383441,1000,45 - Improperly Discarded,2020-11-22T05:35:34,Misuse of ignition source/material ignited,November,Sunday
2383443,500,47 - Improper handling of ignition source or ignited material,2020-11-22T06:48:04,Misuse of ignition source/material ignited,November,Sunday
2383444,30000,"28 - Routine maintenance deficiency, eg creosote, lint, grease buildup",2020-11-22T12:58:09,Design/Construction/Maintenance deficiency,November,Sunday
2383446,5000,44 - Unattended,2020-11-22T16:30:35,Misuse of ignition source/material ignited,November,Sunday
2383447,10000,44 - Unattended,2020-11-22T17:08:42,Misuse of ignition source/material ignited,November,Sunday
2383449,0,20 - Design/Construction/Installation/Maintenance Deficiency,2020-11-22T21:04:55,Design/Construction/Maintenance deficiency,November,Sunday
2383450,5000,20 - Design/Construction/Installation/Maintenance Deficiency,2020-11-22T21:11:08,Design/Construction/Maintenance deficiency,November,Sunday
2383451,1500,45 - Improperly Discarded,2021-06-16T18:55:12,Misuse of ignition source/material ignited,June,Wednesday
2383452,45000,51 - Mechanical Failure,2020-11-23T10:48:44,Mechanical/Electrical Failure,November,Monday
2383454,150000,51 - Mechanical Failure,2021-06-16T19:43:53,Mechanical/Electrical Failure,June,Wednesday
2383458,500,46 - Used or Placed too close to combustibles,2021-01-08T00:33:29,Misuse of ignition source/material ignited,January,Friday
2383461,500,52 - Electrical Failure,2020-11-23T08:16:27,Mechanical/Electrical Failure,November,Monday
2383462,5000,50 - Other misuse of ignition source/material ignited,2020-11-23T10:32:49,Misuse of ignition source/material ignitedl,November,Monday
2383463,300,52 - Electrical Failure,2020-11-23T14:39:19,Mechanical/Electrical Failure,November,Monday
2383469,150,47 - Improper handling of ignition source or ignited material,2020-11-24T06:26:11,Misuse of ignition source/material ignited,November,Tuesday
2383472,20000,52 - Electrical Failure,2021-06-09T20:34:35,Mechanical/Electrical Failure,June,Wednesday
2383473,0,45 - Improperly Discarded,2021-06-09T20:41:12,Misuse of ignition source/material ignited,June,Wednesday
2383476,50000,990 - Under Investigation,2021-06-10T04:54:22,NA,June,Thursday
2383477,300,45 - Improperly Discarded,2021-08-19T17:23:05,Misuse of ignition source/material ignited,August,Thursday
2383483,40000,12 - Vehicle Accident/Collision,2021-06-16T22:25:25,Unintentional,June,Wednesday
2383494,30000,44 - Unattended,2020-11-30T14:31:24,Misuse of ignition source/material ignited,November,Monday
2383495,500000,47 - Improper handling of ignition source or ignited material,2020-12-04T09:46:38,Misuse of ignition source/material ignited,December,Friday
2383497,250000,52 - Electrical Failure,2020-12-01T18:31:49,Mechanical/Electrical Failure,December,Tuesday
2383500,300,45 - Improperly Discarded,2021-04-04T18:12:07,Misuse of ignition source/material ignited,April,Sunday
2383507,400,52 - Electrical Failure,2021-04-05T08:31:04,Mechanical/Electrical Failure,April,Monday
2383509,500000,44 - Unattended,2021-04-05T12:37:05,Misuse of ignition source/material ignited,April,Monday
2383510,60000,52 - Electrical Failure,2021-04-05T15:38:25,Mechanical/Electrical Failure,April,Monday
2383511,15000,52 - Electrical Failure,2021-04-05T17:16:40,Mechanical/Electrical Failure,April,Monday
2383514,1000,52 - Electrical Failure,2021-04-05T21:28:55,Mechanical/Electrical Failure,April,Monday
2383515,1000,01 - Suspected Arson,2021-04-05T22:29:26,Intentional,April,Monday
2383517,1000,45 - Improperly Discarded,2021-04-06T00:36:11,Misuse of ignition source/material ignited,April,Tuesday
2383518,15000,47 - Improper handling of ignition source or ignited material,2021-11-07T06:07:08,Misuse of ignition source/material ignited,November,Sunday
2383519,500,52 - Electrical Failure,2021-04-21T19:48:28,Mechanical/Electrical Failure,April,Wednesday
2383521,1000,44 - Unattended,2021-04-06T09:28:35,Misuse of ignition source/material ignited,April,Tuesday
2383525,2500,44 - Unattended,2021-04-06T16:13:46,Misuse of ignition source/material ignited,April,Tuesday
2383527,10000,51 - Mechanical Failure,2021-04-06T17:47:06,Mechanical/Electrical Failure,April,Tuesday
